"#1"	"#10"	"#11"	"#12"	"#13"	"#14"	"#15"	"#16"	"#17"	"#18"	"#19"	"#2"	"#20"	"#21"	"#22"	"#23"	"#24"	"#25"	"#26"	"#27"	"#29"	"#3"	"#30"	"#31"	"#33"	"#35"	"#36"	"#37"	"#38"	"#39"	"#4"	"#40"	"#41"	"#42"	"#43"	"#44"	"#45"	"#46"	"#47"	"#48"	"#49"	"#5"	"#50"	"#51"	"#52"	"#53"	"#54"	"#55"	"#56"	"#57"	"#58"	"#59"	"#6"	"#60"	"#61"	"#62"	"#64"	"#65"	"#66"	"#67"	"#68"	"#69"	"#7"	"#71"	"#72"	"#73"	"#75"	"#76"	"#77"	"#78"	"#79"	"#8"	"#80"	"#81"	"#82"	"#83"	"#84"	"#85"	"#9"
390.929286248338	401.981721538578	0	0	359.282384050818	0	365.861922684916	385.422829846775	507.221298270427	0	415.690920007474	389.495572505548	0	0	367.698972073414	381.9404112292	397.011027655196	362.845037485207	355.585700516375	437.669380554881	0	0	358.582623248217	367.138560216606	376.636258525885	365.946766794383	518.918859651817	0	392.927238418097	421.565323928297	508.839607799859	343.852157627951	364.83868147611	346.89189301005	484.852021467107	621.410510437023	552.674526266202	365.894706812716	461.207656484131	357.331409213528	422.758306327479	450.050385533366	387.522572581407	344.609034239638	410.078652565654	361.945120032618	363.561284926991	0	0	420.660277750025	0	391.653885185332	0	578.531738295097	413.367052445917	354.708735771595	374.531232623449	403.158271685498	341.26946470518	339.435084665188	349.173533578812	395.02835799834	361.036223207142	436.353198748684	0	494.733932202623	394.451316809763	0	393.07609105047	353.04924926628	0	377.250780922121	0	471.051441718984	367.006278099381	0	0	343.747985556822	367.693387730658
0	0	0	0	0	0	0	0	338.590044659979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.257659382215	0	0	0	360.95640759162	0	0	0	0	468.729295944858	387.974293728986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.368555930714	0	0	0	0	0	0	0	0	0	0	0	344.710439874248	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	413.914573186919	0	381.40488632915	0	0	362.587588860975	0	0	0	0	0	353.69857905506	358.582623248217	0	0	0	0	0	463.482603225799	0	0	0	416.00448009362	0	0	0	397.445888764881	532.164043081757	472.930556449042	0	384.558189656717	0	0	358.852018254603	0	0	348.326622653132	0	0	0	0	345.982485294838	0	0	0	487.511253962529	337.520164839288	0	0	0	0	0	0	338.160524556917	0	339.51686914583	0	411.591467260318	0	0	0	0	0	0	0	399.684266450995	341.402339545942	0	0	0	0
337.451623624962	0	0	0	0	0	0	0	407.47985269999	0	385.439765457681	0	0	358.821691936228	0	0	0	0	0	378.081532513082	367.138560216606	0	0	0	0	346.257493366432	449.376308552554	0	0	355.046501908612	359.524459402653	0	0	0	408.713529762831	563.540555121873	489.5744427497	0	381.369921653721	0	353.997749131406	387.24819139303	358.637879276438	0	357.854291137251	0	0	0	0	346.130405754762	0	0	0	490.812432182644	366.881691815797	0	0	345.51194186022	0	0	0	355.512458460355	0	379.356407830889	0	448.825164511231	359.125262899781	0	0	0	0	0	0	420.889370595842	354.346001668245	0	0	0	0
0	0	0	0	0	0	0	0	413.08664705499	0	392.449643018688	0	0	349.824921328528	0	0	0	0	0	364.609191049421	376.636258525885	0	0	0	0	343.473911645065	478.197017180283	0	0	352.605423146247	396.419502642256	0	0	0	394.064934743468	552.640145854956	487.000257925425	0	370.491433771053	0	0	376.631365312329	348.724086174399	0	0	0	0	0	0	0	0	0	0	486.763950378999	342.909461129026	0	0	0	0	0	0	0	0	373.190092939358	0	427.556291131548	366.148902153779	0	0	0	0	0	337.404390695975	423.345058738904	337.525936571444	0	0	0	0
361.547275096933	0	0	0	0	0	357.483524982619	0	470.495615911229	0	419.310214105351	350.668329591829	0	393.021630156708	0	345.084438754485	366.796194377838	0	0	424.037410075132	365.946766794383	0	0	346.257493366432	343.473911645065	0	502.02054289104	0	0	373.146915622117	452.655961420184	0	0	0	447.101265023352	581.61903750524	508.02018576912	337.560723541017	441.534233802311	0	379.110427920397	423.535683387138	0	0	376.017611118437	0	0	0	0	392.741893219672	0	0	0	536.102245770252	372.918432086862	0	351.9190412028	376.045940698947	0	0	0	360.181974889969	344.084487466558	403.250102447097	0	460.503732931404	363.576528021119	0	359.496519449028	0	0	339.985971492477	373.622880662844	434.725565385701	374.890026341604	0	0	0	360.356492128177
504.998720598187	469.350096480539	449.998255427409	415.808777070343	457.545484623414	429.022684249541	475.195475385884	501.126292191521	616.591234458777	435.745502817338	561.810483012432	502.761153762178	450.792222659254	524.98603021021	468.513392187514	482.506978543096	507.201249793232	476.259955210835	466.867875228748	571.454875305379	518.918859651817	394.257659382215	463.482603225799	449.376308552554	478.197017180283	502.02054289104	0	400.141760910629	490.24173187543	508.790765853216	580.640646208344	450.671744566728	466.740899832562	472.052016369812	570.736446918552	0	0	484.382959406188	581.229217141979	465.881071306639	524.786568706016	562.625322529786	497.65744628511	475.151749048008	527.852827911363	456.019724446039	456.001699067921	436.221900935849	427.743730464579	522.042439678517	436.952663112578	483.746982622481	431.364448821236	0	500.627930397144	457.341143411061	483.975390471512	522.549931506701	424.323629111493	445.558758898374	436.401681403632	523.67940512293	486.667499982668	559.732875178994	448.006806603121	601.129841004635	548.832685906227	470.938660394803	505.754132860504	459.546077718208	359.590802235882	486.255818788949	519.719247498974	597.651172730141	525.247484736677	398.674629527784	431.784241572277	484.015783019528	506.880254439198
0	0	0	0	0	0	0	0	357.301960592382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.141760910629	0	0	0	351.275839203254	0	0	0	0	475.964930619124	388.208833807577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.150535728818	0	0	0	0	0	0	0	0	0	0	0	372.380819527081	0	0	0	0	0	0	0	341.157903236876	0	0	0	0	0
0	0	0	0	0	0	0	0	428.267823765348	0	411.23593373676	0	0	385.094783294214	0	0	337.612117169923	0	0	357.82304954359	392.927238418097	0	0	0	0	0	490.24173187543	0	0	0	404.309824299892	0	0	0	384.868381433506	560.166653929474	487.597355243182	0	400.487040656046	0	363.84468122993	393.200186592309	346.254402014555	0	356.046018936104	0	0	0	0	345.464437191409	0	0	0	502.141353833051	359.165150643511	0	0	0	0	0	0	359.836815663703	0	373.695664252405	0	446.000687606695	369.139069345556	0	0	0	0	0	353.634706969939	431.372397308962	346.487764507095	0	0	0	0
371.722502558764	358.385016098264	0	0	0	0	364.305263943816	353.308548212053	487.504965660868	0	440.915808435646	345.413154095025	0	411.512512890081	0	363.939395521603	373.73987552976	350.812745827655	340.57871514809	377.29864263003	421.565323928297	0	0	355.046501908612	352.605423146247	373.146915622117	508.790765853216	0	0	0	438.375751312285	0	348.502330024184	0	434.087454793549	600.586376155551	525.974775569194	360.936939875395	434.539052556859	340.236652619802	341.174448717481	437.181803250264	395.008722416999	354.575745446516	381.705378099093	340.983067109693	0	0	0	392.988903861875	0	371.31245028803	0	560.027743504589	406.0962886719	0	352.373067124678	366.863954235614	0	0	0	387.62506898338	350.156849441851	405.437974490737	0	446.772878489569	406.384838021839	0	369.424081549108	0	0	357.768018279336	397.182080099385	448.452098379101	384.454269042765	0	0	344.537996047632	360.881289422048
448.854623240171	442.719379369345	410.204362551673	361.187674573413	350.243919008574	376.182577105147	427.443033504538	429.096745941323	522.615386290241	368.301363682261	477.494867807253	423.276334255763	404.444763023232	472.863545580572	408.833768107792	391.968295821447	469.078513458234	425.758054446139	424.52928114713	465.747808233717	508.839607799859	360.95640759162	416.00448009362	359.524459402653	396.419502642256	452.655961420184	580.640646208344	351.275839203254	404.309824299892	438.375751312285	0	418.207510600059	413.002656896645	406.2614130276	515.678345838363	676.909209187759	615.913489375347	405.284615194769	489.301300769784	408.054032557788	468.484229903665	504.822501470056	473.798906515156	426.305534763366	462.148991176864	402.056235843867	352.703211250669	395.601514528722	389.411073230386	413.646449319481	380.59785580108	445.952412386833	409.88242104508	621.820813038084	444.957498284594	399.093680524077	391.492771930247	460.34441289496	377.118197340511	399.561448684582	370.986583044198	437.076259617928	387.591408935886	481.726631777956	413.835676699659	542.861617417538	476.877646419733	419.05604767039	454.579921809687	415.688337947921	0	421.733549821962	472.723320635814	537.598087006585	430.060286498102	374.700749874069	375.536243118298	444.868534203036	456.271460551178
0	0	0	0	0	0	0	0	420.188522204833	0	373.144384242499	0	0	348.210268405441	0	0	0	0	0	374.007939218297	343.852157627951	0	0	0	0	0	450.671744566728	0	0	0	418.207510600059	0	0	0	388.74981407557	504.494094784353	457.192367445108	0	375.527752971374	0	0	361.428399949821	340.417203054865	0	0	0	0	0	0	0	0	0	0	497.102758798267	353.291860518998	0	0	0	0	0	0	0	0	368.35036135697	0	426.168856068839	344.431171226477	0	0	0	0	0	0	402.584615778702	0	0	0	0	0
0	0	0	0	0	0	0	0	427.600349098891	0	403.063168152719	0	0	373.149244908914	0	0	0	0	0	398.832074103728	364.83868147611	0	0	0	0	0	466.740899832562	0	0	348.502330024184	413.002656896645	0	0	0	384.922631009712	549.818836417558	488.537588776935	0	348.795183313271	0	357.128825514623	378.513748442249	346.757173761093	0	360.040624475879	0	0	0	0	0	0	0	0	504.644823721221	372.561619568335	0	0	0	0	0	0	359.744337687173	0	380.652799334105	0	435.856913298284	358.231923854391	0	0	0	0	0	0	416.775208084696	358.053460246697	0	0	0	0
0	0	0	0	0	0	0	0	405.156281294393	0	387.794799974299	0	0	345.547691396397	0	0	0	0	0	360.182360924329	346.89189301005	0	0	0	0	0	472.052016369812	0	0	0	406.2614130276	0	0	0	399.266648989507	524.027243176512	442.645157390284	0	384.049023554383	0	0	359.626758761858	342.717979048514	0	0	0	0	0	0	0	0	0	0	495.059199937468	0	0	0	0	0	0	0	0	0	358.603539481447	0	380.297740633168	362.575743292127	0	0	0	0	0	0	369.585737554801	0	0	0	0	0
439.277027646264	438.135479775713	389.41373414306	338.427467820753	390.229288494109	356.509526830358	434.244928566116	426.197014241159	506.931603954976	373.657855110528	504.671575454308	423.065139220134	384.536668628454	482.484217804979	396.626932384796	422.269379662878	430.598711103153	404.663887782069	376.632170684116	490.55275028647	484.852021467107	0	397.445888764881	408.713529762831	394.064934743468	447.101265023352	570.736446918552	0	384.868381433506	434.087454793549	515.678345838363	388.74981407557	384.922631009712	399.266648989507	0	354.669875136556	584.147653831746	388.429752256702	494.598949259772	399.363617685762	464.526706785943	481.254054939555	426.766819036699	399.970084782325	437.830886920602	387.153493287926	382.075113021954	359.897231086556	373.400561677172	427.53465490125	369.177833887259	426.74847419373	377.141591460453	601.429160478566	473.283982948731	382.890187958182	413.71205158815	413.704557868675	338.367232092421	381.968822415346	385.879307962509	461.041212666906	411.056110390457	481.316056012182	377.958302098591	531.667775466751	467.071683457005	388.355812236228	427.826016564408	398.027907458639	0	398.565615737579	458.355811345955	527.676473319407	434.003129672227	0	359.599424752542	412.297932000582	422.392101879198
569.17680449174	587.276899026567	525.972223112975	483.872884511954	522.595606677918	510.53262017647	564.9631010442	565.890145880158	679.934913174179	506.744910875185	650.412979873197	563.543968503728	521.32341898965	624.772937393218	552.369816213911	576.215965881879	570.289981938655	564.714025740713	542.070548607774	634.146685857497	621.410510437023	468.729295944858	532.164043081757	563.540555121873	552.640145854956	581.61903750524	0	475.964930619124	560.166653929474	600.586376155551	676.909209187759	504.494094784353	549.818836417558	524.027243176512	354.669875136556	0	0	544.925729706207	661.308977597364	546.190468494498	604.352043382981	635.700441943272	595.994935243696	554.729289215431	613.756332853169	542.306839073623	525.149955388862	501.109123481617	518.405278927107	606.959821741885	523.223014338984	572.090664166622	503.066840884431	361.363458707361	624.089400888626	541.174100763849	555.061768385873	582.403764689706	478.765522305233	524.894868860029	531.421250190527	590.475129788779	542.57626561967	639.24182575008	519.351671200907	688.679923335942	614.796843863473	557.992367508468	572.918375906621	528.371934962635	430.164594100459	540.006806333053	599.083001939399	672.122809292783	601.889983328708	477.000149162916	504.27248591418	558.018446880034	568.500979797816
501.847808194796	517.678122265623	423.245201102195	420.259431368386	464.066514663829	449.507006340218	509.108163914772	492.369489758316	589.289316540786	440.368814468887	555.441820086532	503.508402468597	452.426709760566	553.210967116736	481.3449300836	518.433083003707	485.83131019461	489.797992620042	480.314328032238	582.001378194275	552.674526266202	387.974293728986	472.930556449042	489.5744427497	487.000257925425	508.02018576912	0	388.208833807577	487.597355243182	525.974775569194	615.913489375347	457.192367445108	488.537588776935	442.645157390284	584.147653831746	0	0	475.882209306951	587.634155933641	476.711356904796	547.904870652903	508.188753359027	532.153956030537	469.672321541333	523.786529621258	472.569475537629	473.832124426617	417.873003514561	449.508569698024	510.888699439623	449.319483108318	506.344063483587	446.245651798882	0	545.905332937312	473.317908970471	482.623549661059	522.280716641901	437.385431250645	465.189061274638	456.944176331782	508.642458302004	500.573840902349	564.982889705797	458.473851814463	596.259509198155	549.672856257122	496.581142800818	488.135508842731	468.183487643882	365.165729569442	450.911267402727	529.255496160262	586.026561825328	534.675610253028	394.648198122617	432.789395753163	488.213801433181	483.052514529409
